name,callsign,lat1,lat2,lat3,latNS,long1,long2,long3,longEW,city,state,country,access,month,year,control_tower,FSJA,FS100,SSJA,SS100,PSJA,PS100
Adak Airport,PADK,51,53,00.8980,N,176,38,32.9360,W, Adak Island, Alaska, USA ,Open to the public,04,1949,no,na,na,na,na,na,na
Akhiok Airport,PAKH,56,56,19.2870,N,154,10,57.2000,W, Akhiok, Alaska, USA ,Open to the public,11,1979,no,na,na,na,na,na,na
Akiachak Airport,PFZK,60,54,49.7150,N,161,29,35.9850,W, Akiachak, Alaska, USA ,Open to the public,01,1968,no,na,na,na,na,na,na
Akiak Airport,PFAK,60,54,10.4300,N,161,13,50.1000,W, Akiak, Alaska, USA ,Open to the public,07,1966,no,na,na,na,na,na,na
Akutan Airport,PAUT,54,08,40.6000,N,165,36,14.7900,W, Akutan, Alaska, USA ,Open to the public,07,2012,no,na,na,na,na,na,na
Alakanuk Airport,PAUK,62,40,59.0000,N,164,43,19.9000,W, Alakanuk, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Aleknagik New Airport,5A8,59,16,57.2000,N,158,37,04.3200,W, Aleknagik, Alaska, USA ,Open to the public,12,1982,no,na,na,na,na,na,na
Tripod Airport,Z25,59,15,47.3250,N,158,33,27.9190,W, Aleknagik, Alaska, USA ,Open to the public,01,1966,no,na,na,na,na,na,na
Allakaket Airport,PFAL,66,33,06.6000,N,152,37,19.8000,W, Allakaket, Alaska, USA ,Open to the public,10,1999,no,na,na,na,na,na,na
Ambler Airport,PAFM,67,06,22.3220,N,157,51,25.7610,W, Ambler, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
American Creek Airport,80A,65,06,14.3350,N,151,10,38.0400,W, American Creek, Alaska, USA ,Open to the public,08,1958,no,na,na,na,na,na,na
Anaktuvuk Pass Airport,PAKP,68,08,01.0000,N,151,44,36.0000,W, Anaktuvuk Pass, Alaska, USA ,Open to the public,08,1963,no,na,na,na,na,na,na
Ted Stevens Anchorage International Airport,PANC,61,10,26.7050,N,149,59,53.2950,W, Anchorage, Alaska, USA ,Open to the public,11,1951,yes,8.10,5.00,na,na,na,na
Merrill Field Airport,PAMR,61,12,48.7670,N,149,50,40.9540,W, Anchorage, Alaska, USA ,Open to the public,05,1947,yes,na,na,7.60,na,na,na
Lake Hood Airport,PALH,61,11,11.9011,N,149,57,55.4171,W, Anchorage, Alaska, USA ,Open to the public,06,1947,yes,8.10,5.00,na,na,na,na
Bold Airport,A13,61,20,28.8200,N,148,59,55.9700,W, Anchorage, Alaska, USA ,Open to the public,08,1990,no,na,na,na,na,na,na
Tischner Air Airport,2AN,64,15,16.2200,N,149,11,31.4800,W, Anderson, Alaska, USA ,Open to the public,02,2023,no,na,na,na,na,na,na
Aniak Airport,PANI,61,34,53.0590,N,159,32,43.0730,W, Aniak, Alaska, USA ,Open to the public,08,1947,no,na,na,10.56,na,na,na
Anvik Airport,PANV,62,38,50.4000,N,160,11,24.2000,W, Anvik, Alaska, USA ,Open to the public,06,1963,no,na,na,na,na,na,na
Arctic Village Airport,PARC,68,06,52.8100,N,145,34,45.8950,W, Arctic Village, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Atka Airport,PAAK,52,13,14.1000,N,174,12,22.3000,W, Atka, Alaska, USA ,Open to the public,02,1983,no,na,na,na,na,na,na
Atmautluak Airport,4A2,60,52,04.4000,N,162,16,27.4000,W, Atmautluak, Alaska, USA ,Open to the public,07,1977,no,na,na,na,na,na,na
Atqasuk Edward Burnell Sr. Memorial Airport,PATQ,70,28,01.6000,N,157,26,08.4000,W, Atqasuk, Alaska, USA ,Open to the public,07,1971,no,na,na,na,na,na,na
Barter Island Airport,PABA,70,06,47.2000,N,143,39,13.0000,W, Barter Island, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Engstrom Field Airport,Z47,64,40,44.7250,N,165,17,57.1250,W, Basin Creek, Alaska, USA ,Open to the public,08,1959,no,na,na,na,na,na,na
Bear Creek 3 Airport,Z48,63,34,17.7930,N,156,08,38.5820,W, Bear Creek, Alaska, USA ,Open to the public,10,1951,no,na,na,na,na,na,na
Johnsons Landing Airport,Z52,56,02,12.0680,N,160,15,58.3390,W, Bear Lake, Alaska, USA ,Open to the public,02,1972,no,na,na,na,na,na,na
Beaver Airport,PAWB,66,21,44.0000,N,147,24,23.4000,W, Beaver, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Bethel Airport,PABE,60,46,42.8000,N,161,50,13.8000,W, Bethel, Alaska, USA ,Open to the public,11,1958,yes,9.91,9.37,na,na,na,na
Bettles Airport,PABT,66,54,50.2000,N,151,31,44.6000,W, Bettles, Alaska, USA ,Open to the public,01,1949,no,13.00,9.50,na,na,na,na
Big Lake Airport,PAGQ,61,32,04.8590,N,149,48,45.1740,W, Big Lake, Alaska, USA ,Open to the public,05,1951,no,na,na,na,na,na,na
Birch Creek Airport,Z91,66,16,28.1000,N,145,49,05.5000,W, Birch Creek, Alaska, USA ,Open to the public,09,1980,no,na,na,na,na,na,na
Birchwood Airport,PABV,61,24,57.9150,N,149,30,29.9152,W, Birchwood, Alaska, USA ,Open to the public,10,1949,no,na,na,na,na,6.69,na
Black Rapids Airport,5BK,63,32,06.5270,N,145,51,39.1900,W, Black Rapids, Alaska, USA ,Open to the public,09,1950,no,na,na,na,na,na,na
Boundary Airport,BYA,64,04,41.8900,N,141,06,48.1500,W, Boundary, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Brevig Mission Airport,PFKT,65,19,52.8000,N,166,27,56.6000,W, Brevig Mission, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Buckland Airport,PABL,65,58,53.6000,N,161,08,56.9000,W, Buckland, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Cantwell Airport,PATW,63,23,28.3370,N,148,57,20.2190,W, Cantwell, Alaska, USA ,Open to the public,10,1950,no,na,na,na,na,na,na
Central Airport,PACE,65,34,26.2000,N,144,46,51.2000,W, Central, Alaska, USA ,Open to the public,09,1947,no,na,na,na,na,na,na
Chalkyitsik Airport,PACI,66,38,42.1000,N,143,44,23.6000,W, Chalkyitsik, Alaska, USA ,Open to the public,09,1958,no,na,na,na,na,na,na
Chandalar Shelf Airport,5CD,68,03,55.5820,N,149,34,47.0610,W, Chandalar Camp, Alaska, USA ,Open to the public,05,1976,no,na,na,na,na,na,na
Chandalar Lake Airport,PALR,67,30,16.2600,N,148,28,59.6000,W, Chandalar Lake, Alaska, USA ,Open to the public,08,1958,no,na,na,na,na,na,na
Chefornak Airport,PACK,60,08,12.5000,N,164,16,44.6000,W, Chefornak, Alaska, USA ,Open to the public,06,1974,no,na,na,na,na,na,na
Chenega Bay Airport,PFCB,60,04,42.8200,N,147,59,41.0450,W, Chenega, Alaska, USA ,Open to the public,09,1994,no,na,na,na,na,na,na
Chevak Airport,PAVA,61,32,27.0000,N,165,36,03.2000,W, Chevak, Alaska, USA ,Open to the public,08,1973,no,na,na,na,na,na,na
Chicken Airport,CKX,64,04,00.3050,N,141,57,04.8500,W, Chicken, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Chignik Airport,PAJC,56,18,41.2655,N,158,22,23.6575,W, Chignik, Alaska, USA ,Open to the public,06,1968,no,na,na,na,na,na,na
Chignik Lagoon Airport,KCL,56,18,39.4800,N,158,32,04.1500,W, Chignik Lagoon, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Chignik Lake Airport,A79,56,15,19.6450,N,158,46,40.1950,W, Chignik Lake, Alaska, USA ,Open to the public,09,1974,no,na,na,na,na,na,na
Chisana Airport,CZN,62,04,18.3000,N,142,02,57.6600,W, Chisana, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Chistochina Airport,CZO,62,33,44.4000,N,144,40,20.8000,W, Chistochina, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Chitina Airport,CXC,61,34,59.5300,N,144,25,47.2900,W, Chitina, Alaska, USA ,Open to the public,07,1962,no,na,na,na,na,na,na
Chuathbaluk Airport,PACH,61,34,44.6000,N,159,12,56.3000,W, Chuathbaluk, Alaska, USA ,Open to the public,01,1988,no,na,na,na,na,na,na
Circle City Airport,PACR,65,49,40.5000,N,144,04,34.3100,W, Circle, Alaska, USA ,Open to the public,02,1988,no,na,na,na,na,na,na
Circle Hot Springs Airport,CHP,65,29,09.2650,N,144,36,42.0650,W, Circle Hot Springs, Alaska, USA ,Open to the public,09,1947,no,na,na,na,na,na,na
Clarks Point Airport,PFCL,58,50,01.3000,N,158,31,45.8000,W, Clarks Point, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Clear Airport,PACL,64,18,01.4000,N,149,06,59.5000,W, Clear, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Cold Bay Airport,PACD,55,12,21.3000,N,162,43,34.5000,W, Cold Bay, Alaska, USA ,Open to the public,04,1949,no,11.17,7.93,na,na,na,na
Coldfoot Airport,PACX,67,15,07.8150,N,150,12,14.0690,W, Coldfoot, Alaska, USA ,Open to the public,01,1971,no,na,na,na,na,na,na
Quartz Creek Airport,JLA,60,29,03.3500,N,149,43,22.4400,W, Cooper Landing, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Copper Center 2 Airport,Z93,61,56,28.2840,N,145,17,38.6910,W, Copper Center, Alaska, USA ,Open to the public,10,1952,no,na,na,na,na,na,na
Merle K (Mudhole) Smith Airport,PACV,60,29,29.9030,N,145,28,39.2080,W, Cordova, Alaska, USA ,Open to the public,01,1949,no,na,na,na,na,na,na
Cordova Municipal Airport,CKU,60,32,37.1200,N,145,43,33.0750,W, Cordova, Alaska, USA ,Open to the public,11,1940,no,na,na,na,na,9.05,8.31
Council Airport,K29,64,53,48.2900,N,163,42,12.5950,W, Council, Alaska, USA ,Open to the public,11,1990,no,na,na,na,na,na,na
Crooked Creek Airport,PACJ,61,52,16.0250,N,158,08,16.6430,W, Crooked Creek, Alaska, USA ,Open to the public,07,1978,no,na,na,na,na,na,na
Dahl Creek Airport,DCK,66,56,33.2211,N,156,53,28.9271,W, Dahl Creek, Alaska, USA ,Open to the public,07,1951,no,na,na,na,na,na,na
Deadhorse Airport,PASC,70,11,41.1148,N,148,27,54.5935,W, Deadhorse, Alaska, USA ,Open to the public,04,1970,no,10.37,6.83,na,na,na,na
Deering Airport,PADE,66,04,08.8000,N,162,46,01.4000,W, Deering, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Delta Junction Airport,D66,64,03,00.4200,N,145,43,20.8750,W, Delta Junction, Alaska, USA ,Open to the public,11,1990,no,na,na,na,na,na,na
Dillingham Airport,PADL,59,02,40.8000,N,158,30,19.8000,W, Dillingham, Alaska, USA ,Open to the public,11,1950,no,9.36,7.00,na,na,na,na
Eagle Airport,PAEG,64,46,41.1000,N,141,08,58.6000,W, Eagle, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Eek Airport,PAEE,60,12,49.3000,N,162,02,38.0000,W, Eek, Alaska, USA ,Open to the public,06,1974,no,na,na,na,na,na,na
Egegik Airport,PAII,58,11,07.7650,N,157,22,31.5400,W, Egegik, Alaska, USA ,Open to the public,09,1994,no,na,na,na,na,na,na
Ekwok Airport,KEK,59,21,24.6200,N,157,28,16.1020,W, Ekwok, Alaska, USA ,Open to the public,10,1960,no,na,na,na,na,na,na
Elim Airport,PFEL,64,36,53.9000,N,162,16,13.9000,W, Elim, Alaska, USA ,Open to the public,10,1952,no,na,na,na,na,na,na
Emmonak Airport,PAEM,62,47,10.1000,N,164,29,26.7000,W, Emmonak, Alaska, USA ,Open to the public,06,1988,no,na,na,na,na,na,na
Eureka Creek Airport,2Z2,65,10,33.2810,N,150,13,13.9390,W, Eureka Creek, Alaska, USA ,Open to the public,08,1963,no,na,na,na,na,na,na
Eva Creek Airport,2Z3,64,02,31.6000,N,148,51,47.3000,W, Eva Creek, Alaska, USA ,Open to the public,08,1958,no,na,na,na,na,na,na
Fairbanks International Airport,PAFA,64,48,55.2800,N,147,51,24.0000,W, Fairbanks, Alaska, USA ,Open to the public,06,1951,yes,na,na,na,na,7.40,na
Gold King Creek Airport,PAAN,64,11,53.0000,N,147,55,43.0000,W, Fairbanks, Alaska, USA ,Open to the public,02,2001,no,na,na,na,na,na,na
False Pass Airport,PAKF,54,50,52.3000,N,163,24,25.6000,W, False Pass, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Tin Creek Airport,PAFL,62,31,55.6400,N,153,36,46.0400,W, Farewell Lake, Alaska, USA ,Open to the public,08,1947,no,na,na,na,na,na,na
Feather River Airport,3Z1,64,49,54.2180,N,166,07,53.4800,W, Feather River, Alaska, USA ,Open to the public,08,1963,no,na,na,na,na,na,na
Flat Airport,FLT,62,27,09.5360,N,157,59,20.6520,W, Flat, Alaska, USA ,Open to the public,08,1947,no,na,na,na,na,na,na
Fort Yukon Airport,PFYU,66,34,20.7000,N,145,14,46.8000,W, Fort Yukon, Alaska, USA ,Open to the public,09,1947,no,na,na,na,na,na,na
Galbraith Lake Airport,PAGB,68,28,46.8000,N,149,29,23.7000,W, Galbraith Lake, Alaska, USA ,Open to the public,01,1971,no,na,na,na,na,na,na
Edward G. Pitka Sr. Airport,PAGA,64,44,10.2830,N,156,56,04.3970,W, Galena, Alaska, USA ,Open to the public,09,1947,no,8.26,7.30,na,na,na,na
Gambell Airport,PAGM,63,45,59.8190,N,171,43,58.0220,W, Gambell, Alaska, USA ,Open to the public,03,1950,no,na,na,na,na,na,na
Girdwood Airport,AQY,60,58,08.4800,N,149,07,09.6450,W, Girdwood, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Glacier Creek Airport,KGZ,61,27,18.4840,N,142,22,51.4230,W, Glacier Creek, Alaska, USA ,Open to the public,01,1952,no,na,na,na,na,na,na
Golovin Airport,PAGL,64,33,01.6510,N,163,00,25.8190,W, Golovin, Alaska, USA ,Open to the public,01,1990,no,na,na,na,na,na,na
Goodnews Airport,GNU,59,07,04.3000,N,161,34,25.2000,W, Goodnews, Alaska, USA ,Open to the public,10,1951,no,na,na,na,na,na,na
Goose Bay Airport,Z40,61,23,40.7400,N,149,50,32.1700,W, Goose Bay, Alaska, USA ,Open to the public,10,1949,no,na,na,na,na,na,na
Grayling Airport,PAGX,62,53,31.5071,N,160,03,59.0288,W, Grayling, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Gulkana Airport,PAGK,62,09,15.6050,N,145,27,19.0500,W, Gulkana, Alaska, USA ,Open to the public,07,1947,no,na,na,na,na,na,na
Gustavus Airport,PAGS,58,25,31.0000,N,135,42,26.7000,W, Gustavus, Alaska, USA ,Open to the public,01,1949,no,na,na,na,na,na,na
Haines Airport,PAHN,59,14,37.7850,N,135,31,24.7350,W, Haines, Alaska, USA ,Open to the public,02,1947,no,10.37,7.73,na,na,na,na
Healy River Airport,PAHV,63,52,03.3000,N,148,58,07.8000,W, Healy, Alaska, USA ,Open to the public,10,1950,no,na,na,na,na,na,na
Holy Cross Airport,PAHC,62,11,17.9000,N,159,46,29.8000,W, Holy Cross, Alaska, USA ,Open to the public,08,1947,no,na,na,na,na,na,na
Homer Airport,PAHO,59,38,41.9819,N,151,29,08.9103,W, Homer, Alaska, USA ,Open to the public,05,1947,no,na,na,na,na,na,na
Hoonah Airport,PAOH,58,05,46.3170,N,135,24,31.5225,W, Hoonah, Alaska, USA ,Open to the public,01,1966,no,na,na,na,na,na,na
Hooper Bay Airport,PAHP,61,31,25.9340,N,166,08,47.8420,W, Hooper Bay, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Hope Airport,5HO,60,54,26.1100,N,149,37,22.1200,W, Hope, Alaska, USA ,Open to the public,11,1950,no,na,na,na,na,na,na
Horsfeld Airport,4Z5,62,00,26.0400,N,141,10,55.6100,W, Horsfeld, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Hughes Airport,PAHU,66,02,20.7000,N,154,15,52.9000,W, Hughes, Alaska, USA ,Open to the public,04,1950,no,na,na,na,na,na,na
Huslia Airport,PAHL,65,41,52.3000,N,156,21,05.0000,W, Huslia, Alaska, USA ,Open to the public,04,2003,no,na,na,na,na,na,na
Igiugig Airport,PAIG,59,19,26.5500,N,155,54,06.3820,W, Igiugig, Alaska, USA ,Open to the public,12,1950,no,na,na,na,na,na,na
Iliamna Airport,PAIL,59,45,20.0812,N,154,55,03.9081,W, Iliamna, Alaska, USA ,Open to the public,08,1947,no,na,8.24,na,na,na,na
Jakolof Bay Airport,4Z9,59,27,07.7780,N,151,31,20.5720,W, Jakolof Bay, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Juneau International Airport,PAJN,58,21,16.9625,N,134,34,42.4939,W, Juneau, Alaska, USA ,Open to the public,11,1941,yes,11.08,10.2,na,na,na,na
Kake Airport,PAFE,56,57,40.9050,N,133,54,36.9400,W, Kake, Alaska, USA ,Open to the public,11,1986,no,na,na,na,na,na,na
Kalskag Airport,PALG,61,32,09.5000,N,160,20,44.1000,W, Kalskag, Alaska, USA ,Open to the public,10,1959,no,na,na,na,na,na,na
Kaltag Airport,PAKV,64,19,08.3280,N,158,44,28.7010,W, Kaltag, Alaska, USA ,Open to the public,06,1963,no,na,na,na,na,na,na
Kantishna Airport,5Z5,63,32,27.5500,N,150,59,42.2800,W, Kantishna, Alaska, USA ,Open to the public,08,1958,no,na,na,na,na,na,na
Stampede Airport,Z90,63,45,04.3400,N,150,19,48.9500,W, Kantishna, Alaska, USA ,Open to the public,05,1957,no,na,na,na,na,na,na
Karluk Airport,PAKY,57,33,57.8000,N,154,27,13.7000,W, Karluk, Alaska, USA ,Open to the public,07,1964,no,na,na,na,na,na,na
Kasigluk Airport,PFKA,60,52,24.0000,N,162,31,27.5000,W, Kasigluk, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Kasilof Airport,5KS,60,21,01.8750,N,151,15,46.2830,W, Kasilof, Alaska, USA ,Open to the public,05,1947,no,na,na,na,na,na,na
Kavik Strip Airport,RK1,69,40,36.3950,N,146,54,00.1650,W, Kavik River, Alaska, USA ,Open to the public,10,2014,no,na,na,15.25,13.8,na,na
Kenai Municipal Airport,PAEN,60,34,23.8000,N,151,14,41.4000,W, Kenai, Alaska, USA ,Open to the public,05,1947,yes,8.00,5.78,na,na,na,na
Ketchikan International Airport,PAKT,55,21,14.7000,N,131,42,40.4000,W, Ketchikan, Alaska, USA ,Open to the public,04,1973,no,10.75,10.1,na,na,na,na
Bob Baker Memorial Airport,PAIK,66,58,34.2390,N,160,26,18.9570,W, Kiana, Alaska, USA ,Open to the public,07,1958,no,na,na,na,na,na,na
King Cove Airport,PAVC,55,06,58.9830,N,162,15,59.5280,W, King Cove, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
King Salmon Airport,PAKN,58,40,35.3765,N,156,38,55.2876,W, King Salmon, Alaska, USA ,Open to the public,08,1954,yes,11.50,10.0,na,na,na,na
Kipnuk Airport,PAKI,59,55,53.8000,N,164,01,41.2000,W, Kipnuk, Alaska, USA ,Open to the public,08,1973,no,na,na,na,na,na,na
Kivalina Airport,PAVL,67,44,10.1000,N,164,33,48.6000,W, Kivalina, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Klawock Airport,PAKW,55,34,45.2000,N,133,04,33.6000,W, Klawock, Alaska, USA ,Open to the public,05,1975,no,na,na,na,na,na,na
Kobuk Airport,PAOB,66,54,44.4000,N,156,53,50.4000,W, Kobuk, Alaska, USA ,Open to the public,06,1963,no,na,na,na,na,na,na
Kodiak Airport,PADQ,57,44,59.2580,N,152,29,38.1970,W, Kodiak, Alaska, USA ,Open to the public,04,1948,yes,11.50,10.5,na,na,na,na
Kodiak Municipal Airport,PAKD,57,48,21.3030,N,152,22,25.8290,W, Kodiak, Alaska, USA ,Open to the public,05,1962,no,na,na,na,na,na,na
Kokhanok Airport,PFKK,59,25,59.8300,N,154,48,09.3300,W, Kokhanok, Alaska, USA ,Open to the public,11,1986,no,na,na,na,na,na,na
Koliganek Airport,PAJZ,59,43,36.3000,N,157,15,36.9000,W, Koliganek, Alaska, USA ,Open to the public,04,1997,no,na,na,na,na,na,na
Kongiganak Airport,PADY,59,57,41.8710,N,162,52,50.1380,W, Kongiganak, Alaska, USA ,Open to the public,09,1976,no,na,na,na,na,na,na
Kotlik Airport,PFKO,63,01,50.1000,N,163,31,57.5000,W, Kotlik, Alaska, USA ,Open to the public,10,1999,no,na,na,na,na,na,na
Ralph Wien Memorial Airport,PAOT,66,53,05.3000,N,162,35,53.3000,W, Kotzebue, Alaska, USA ,Open to the public,09,1947,no,11.24,8.85,na,na,na,na
Koyuk Alfred Adams Airport,PAKK,64,56,22.3000,N,161,09,15.4000,W, Koyuk, Alaska, USA ,Open to the public,09,1952,no,na,na,na,na,na,na
Koyukuk Airport,PFKU,64,52,32.9000,N,157,43,49.6000,W, Koyukuk, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Kulik Lake Airport,PAKL,58,57,54.0200,N,155,05,44.2050,W, Kulik Lake, Alaska, USA ,Open to the public,06,1959,no,na,na,na,na,na,na
Kwethluk Airport,PFKW,60,47,25.2000,N,161,26,37.3000,W, Kwethluk, Alaska, USA ,Open to the public,07,1966,no,na,na,na,na,na,na
Kwigillingok Airport,PAGG,59,52,32.4800,N,163,10,05.1150,W, Kwigillingok, Alaska, USA ,Open to the public,09,1976,no,na,na,na,na,na,na
Lake Louise Airport,Z55,62,17,29.8250,N,146,34,38.4600,W, Lake Louise, Alaska, USA ,Open to the public,02,1958,no,na,na,na,na,na,na
Larsen Bay Airport,PALB,57,32,06.3000,N,153,58,36.0000,W, Larsen Bay, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Lawing Airport,9Z9,60,24,42.7850,N,149,22,09.6300,W, Lawing, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Levelock Airport,9Z8,59,07,37.5000,N,156,51,35.6000,W, Levelock, Alaska, USA ,Open to the public,06,2002,no,na,na,na,na,na,na
Lime Village Airport,2AK,61,21,32.8700,N,155,26,25.3900,W, Lime Village, Alaska, USA ,Open to the public,06,1979,no,na,na,na,na,na,na
Livengood Camp Airport,4AK,65,28,02.1700,N,148,39,13.4900,W, Livengood, Alaska, USA ,Open to the public,07,1975,no,na,na,na,na,na,na
Manley Hot Springs Airport,PAML,64,59,16.6000,N,150,38,51.3000,W, Manley Hot Springs, Alaska, USA ,Open to the public,11,1949,no,na,na,na,na,na,na
Manokotak Airport,PAMB,58,55,55.4000,N,158,54,06.8000,W, Manokotak, Alaska, USA ,Open to the public,08,1971,no,na,na,na,na,na,na
Marshall Don Hunter Sr Airport,PADM,61,51,51.0000,N,162,01,34.0000,W, Marshall, Alaska, USA ,Open to the public,03,2003,no,na,na,na,na,na,na
May Creek Airport,MYK,61,20,10.1800,N,142,41,09.1900,W, May Creek, Alaska, USA ,Open to the public,07,1950,no,na,na,na,na,na,na
Mc Grath Airport,PAMC,62,57,10.0221,N,155,36,25.3730,W, Mc Grath, Alaska, USA ,Open to the public,08,1947,no,11.16,7.91,na,na,na,na
McCarthy Airport,PAMX,61,26,16.1487,N,142,54,09.0108,W, McCarthy, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Jakes Bar Airport,AK0,61,13,07.9400,N,142,53,28.3600,W, McCarthy, Alaska, USA ,Open to the public,07,1952,no,na,na,na,na,na,na
Mc Kinley National Park Airport,PAIN,63,43,57.3540,N,148,54,38.2980,W, McKinley Park, Alaska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Mekoryuk Airport,PAMY,60,22,20.6000,N,166,16,12.7000,W, Mekoryuk, Alaska, USA ,Open to the public,10,1960,no,na,na,na,na,na,na
Mertarvik Airport,PAEW,60,48,37.4160,N,164,29,58.0980,W, Mertarvik, Alaska, USA ,Open to the public,09,1976,no,na,na,na,na,na,na
Middleton Island Airport,PAMD,59,26,59.7970,N,146,18,26.0660,W, Middleton Island, Alaska, USA ,Open to the public,01,1949,no,na,na,na,na,na,na
Minchumina Airport,PAMH,63,53,09.5000,N,152,18,06.6000,W, Minchumina, Alaska, USA ,Open to the public,08,1947,no,na,na,na,na,na,na
Minto Al Wright Airport,51Z,65,08,53.4000,N,149,22,06.9000,W, Minto, Alaska, USA ,Open to the public,07,1975,no,na,na,na,na,na,na
Mountain Village Airport,PAMO,62,05,41.2000,N,163,40,58.3000,W, Mountain Village, Alaska, USA ,Open to the public,02,1989,no,na,na,na,na,na,na
